error,gral__codigo_catastral,gral__fecha_aprobacion,gral__informe,gral__normativa_segun_informe,gral__patron_de_asentamiento,gral__zona_referencial,identificador_b64,otro__arquitecto_reponsable,otro__tipo_de_obra,otro__tipo_de_proyecto,par__ale_sub_area_de_lote_edificable,par__altillo,par__amc_sub_area_maxima_a_cubrir_sub_sotano,par__ame_sub_area_maxima_a_edificar_sub_zocalo,par__amf_sub_altura_maxima_de_fachada_sub_sotano,par__amv_sub_area_minima_verde,par__fml_sub_frente_minimo_de_lote,par__fondo,par__lateral_1,par__lateral_2,par__mezzanine,par__nmp_sub_numero_minimo_de_parqueos,par__rme_sub_retiro_minimo_de_edificacion_torre_sub_frontal,par__rme_zocalo_sub_retiro_minimo_de_edificacion_zocalo_sub_frontal,par__semisotano,par__torre,par__voladizo_sub_voladizo_sobre_retiro_frontal,par__zocalo,url
,044 0040 0007 0000,14/mar./2018,DATC PIAC SUR 263/2018,,4A - d19,CALACOTO,MDQ0MDA0MDAwMDcwMDAwfDM4NXwyMDE4,RAMIRO FERNANDO CALERO CUETO,Construcción Nueva,Residencial,630.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,311.14 m2,18.73 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,5 unidades,3.86 ml,0.00 ml,1 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDA0MDAwMDcwMDAwfDM4NXwyMDE4
,005 0023 0051 0000,19/mar./2018,PIAC CAMACHO 109,,3C - d8,CALLAMPAYA,MDA1MDAyMzAwNTEwMDAwfDM5M3wyMDE4,ALEX JOHNNY LUCANA OSCO,Construcción Nueva,Residencial,100.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,10.33 m2,3.12 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA1MDAyMzAwNTEwMDAwfDM5M3wyMDE4
,009 0017 0010 0000,27/feb./2018,DATC SERMAT II 090/2018,,2 - d11,VINO TINTO,MDA5MDAxNzAwMTAwMDAwfDM5NHwyMDE4,NESTOR TORREZ HUANACU,Construcción Nueva,Residencial,176.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,42.02 m2,8.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.80 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA5MDAxNzAwMTAwMDAwfDM5NHwyMDE4
,044 0210 0024 0000,26/feb./2018,DATC PIAC SUR 182,,4P.R - d19,COTA COTA,MDQ0MDIxMDAwMjQwMDAwfDM5NnwyMDE4,SANDRA CARLA LIMA DAVALOS,Construcción Nueva,Residencial,640.22 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,33.65 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,9 unidades,3.13 ml,0.00 ml,1 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDIxMDAwMjQwMDAwfDM5NnwyMDE4
,007 0013 0025 0000,09/mar./2018,DATC SERMAT II Nº105/2018,,3C - d11,CHALLAPAMPA,MDA3MDAxMzAwMjUwMDAwfDQwMHwyMDE4,EILEN LILIA ASTORGA ARISPE,Construcción Nueva,Residencial Mixta,231.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,23.97 m2,6.68 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.60 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA3MDAxMzAwMjUwMDAwfDQwMHwyMDE4
,018 0174 0021 0000,20/feb./2018,DATC PIAC CAMACHO 73,,3 - d10,PURA PURA,MDE4MDE3NDAwMjEwMDAwfDQwMXwyMDE4,DAVID PAYE X,Construcción Nueva,Residencial Mixta,168.30 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,62.46 m2,16.64 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,3 plantas,0.80 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE4MDE3NDAwMjEwMDAwfDQwMXwyMDE4
,021 0002 0016 0000,15/mar./2018,DATC PIAC CAMACHO 99,,3C - d2,MIRAFLORES,MDIxMDAwMjAwMTYwMDAwfDQwM3wyMDE4,DANIEL VALDIVIA HURTADO,Construcción Nueva,Residencial Mixta,173.42 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,34.61 m2,12.10 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,2.00 ml,0.00 ml,1 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIxMDAwMjAwMTYwMDAwfDQwM3wyMDE4
,044 2742 0001 0000,07/mar./2018,DATC PIAC SUR 210,,4P.R - d19,COTA COTA,MDQ0Mjc0MjAwMDEwMDAwfDQwN3wyMDE4,JIMMY ORLANDO CALDERON CUELLAR,Construcción Nueva,Residencial,1350.00 m2,1 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,81.23 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,13 unidades,3.00 ml,0.00 ml,1 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0Mjc0MjAwMDEwMDAwfDQwN3wyMDE4
,028 0015 0008 0000,23/feb./2018,DATC PIAC CAMACHO 77,,5Z - d3,SOPOCACHI,MDI4MDAxNTAwMDgwMDAwfDQxMXwyMDE4,PAOLA VERÓNICA PHILCO PARDO,Construcción Nueva,Residencial Mixta,448.01 m2,0 plantas,448.01 m2,166.79 m2,2 plantas,103.93 m2,20.64 ml,3.00 ml,0.00 ml,0.00 ml,0.00 m2,14 unidades,4.00 ml,4.00 ml,0 plantas,15 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI4MDAxNTAwMDgwMDAwfDQxMXwyMDE4
,017 0104 0010 0000,14/mar./2018,PIAC SUR 252,,3AO - d21,ALTO OBRAJES,MDE3MDEwNDAwMTAwMDAwfDQxMnwyMDE4,JAEL SAAVEDRA LUNA DE CARPIO,Construcción Nueva,Residencial,200.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,60.51 m2,12.04 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,2.57 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE3MDEwNDAwMTAwMDAwfDQxMnwyMDE4
,036 0034 0019 0000,05/mar./2018,DATC SERMAT II 099/2018,,3 - d14,VILLA COPACABANA,MDM2MDAzNDAwMTkwMDAwfDQxNnwyMDE4,FRANCISCO CARVAJAL LLUSCO,Construcción Nueva,Residencial Mixta,164.57 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,55.34 m2,15.89 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,6.81 ml,0.00 ml,0 plantas,4 plantas,0.70 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM2MDAzNDAwMTkwMDAwfDQxNnwyMDE4
,006 1201 0004 0000,14/mar./2018,DATC SERMAT II 115/2018,,2 - d12,MIRAFLORES,MDA2MTIwMTAwMDQwMDAwfDQyOHwyMDE4,MARCELO JAIME ROCHA BELTRAN,Construcción Nueva,Residencial,171.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,17.90 m2,12.64 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MTIwMTAwMDQwMDAwfDQyOHwyMDE4
,020 0305 0012 0000,06/mar./2018,DATC SERMAT II Nº104/2018,,3.R - d15,VILLA SAN ANTONIO,MDIwMDMwNTAwMTIwMDAwfDQzMnwyMDE4,EILEN LILIA ASTORGA ARISPE,Construcción Nueva,Residencial Mixta,204.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,12.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDMwNTAwMTIwMDAwfDQzMnwyMDE4
,044 0918 0004 0000,14/mar./2018,PIAC SUR 271,,4P - d18,CONDORES LAKOTA,MDQ0MDkxODAwMDQwMDAwfDQ1M3wyMDE4,LUZ DEL CARMEN ARANA GARZA,Construcción Nueva,Residencial,296.97 m2,0 plantas,67.20 m2,0.00 m2,1 plantas,89.09 m2,33.26 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDkxODAwMDQwMDAwfDQ1M3wyMDE4
,044 1506 0005 0000,27/mar./2018,PIAC SUR 272,,4A - d18,ACHUMANI,MDQ0MTUwNjAwMDUwMDAwfDQ1N3wyMDE4,ROCIO CABRERA  ORMACHEA,Construcción Nueva,Residencial,570.48 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,223.16 m2,35.72 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.40 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTUwNjAwMDUwMDAwfDQ1N3wyMDE4
,020 1052 0012 0000,14/mar./2018,SERMAT II Nº121/2018,,3 - d15,VILLA SAN ANTONIO,MDIwMTA1MjAwMTIwMDAwfDQ2MHwyMDE4,VIRGINIA QUISPE MAMANI,Construcción Nueva,Residencial,205.15 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,62.06 m2,10.91 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,3 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMTA1MjAwMTIwMDAwfDQ2MHwyMDE4
,001 0001 0013 0000,14/mar./2018,SERMAT II Nº124/2018,,2 - d11,VINO TINTO,MDAxMDAwMTAwMTMwMDAwfDQ2MnwyMDE4,LOURDES PAREDES FERNANDEZ,Ampliación,Residencial,193.70 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,19.37 m2,11.88 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,0.00 ml,0.00 ml,0 plantas,6 plantas,0.90 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDAwMTAwMTMwMDAwfDQ2MnwyMDE4
,001 0119 0005 0000,07/mar./2018,SERMAT II 109/2018,,3 - d11,ACHACHICALA,MDAxMDExOTAwMDUwMDAwfDQ2N3wyMDE4,FREDY GUMERCINDO ANDRADE LIMA,Construcción Nueva,Residencial,190.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,62.33 m2,10.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDExOTAwMDUwMDAwfDQ2N3wyMDE4
,005 0035 0024 0000,20/mar./2018,DATC PIAC CAMACHO 108,,3C - d8,EL TEJAR,MDA1MDAzNTAwMjQwMDAwfDQ3MnwyMDE4,JORGE FELIPE SAAVEDRA CRUZ,Construcción Nueva,Residencial,119.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,11.91 m2,7.05 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.75 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA1MDAzNTAwMjQwMDAwfDQ3MnwyMDE4
,046 0361 0002 0000,14/mar./2018,PIAC SUR 308,,4A - d20,MALLASILLA,MDQ2MDM2MTAwMDIwMDAwfDQ3NXwyMDE4,JORGE MARTIN ORDOÑEZ BLADES,Construcción Nueva,Residencial,425.90 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,92.43 m2,14.28 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MDM2MTAwMDIwMDAwfDQ3NXwyMDE4
,033 0146 0002 0000,16/mar./2018,DATC PIAC CAMACHO 107/2018,,3 - d7,OBISPO INDABURO,MDMzMDE0NjAwMDIwMDAwfDQ4OXwyMDE4,PEDRO CECILIO CACHI PALLARICO,Construcción Nueva,Residencial,157.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,40.44 m2,12.79 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMzMDE0NjAwMDIwMDAwfDQ4OXwyMDE4
,025 0022 0005 0000,27/mar./2018,DATC PIAC CAMACHO 126,,3C - d6,SAN PEDRO BAJO,MDI1MDAyMjAwMDUwMDAwfDQ5MnwyMDE4,ARIEL HUANCA RODRIGUEZ,Construcción Nueva,Residencial Mixta,308.81 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,37.10 m2,29.60 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,5 unidades,0.00 ml,0.00 ml,1 plantas,6 plantas,0.60 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI1MDAyMjAwMDUwMDAwfDQ5MnwyMDE4
,006 0034 0011 0000,23/abr./2018,DATC PIAC CAMACHO 201,,3 - d2,MIRAFLORES,MDA2MDAzNDAwMTEwMDAwfDQ5M3wyMDE4,ROMER CARLOS . CORDERO,Construcción Nueva,Residencial Mixta,278.23 m2,0 plantas,269.44 m2,0.00 m2,1 plantas,83.52 m2,14.53 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.60 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDAzNDAwMTEwMDAwfDQ5M3wyMDE4
,044 0340 0015 0000,28/mar./2018,PIAC SUR 445,,4AC - d18,ACHUMANI,MDQ0MDM0MDAwMTUwMDAwfDQ5N3wyMDE4,NICOLAS BOHORQUEZ PEÑARANDA,Construcción Nueva,Residencial,280.00 m2,1 plantas,271.30 m2,0.00 m2,2 plantas,90.17 m2,14.50 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,14 unidades,3.37 ml,0.00 ml,1 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDM0MDAwMTUwMDAwfDQ5N3wyMDE4
,044 0911 0009 0000,20/mar./2018,PIAC SUR 311,,4P - d18,CONDORES LAKOTA,MDQ0MDkxMTAwMDkwMDAwfDUwM3wyMDE4,ROMER CARLOS . CORDERO,Construcción Nueva,Residencial,293.18 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,89.01 m2,15.92 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDkxMTAwMDkwMDAwfDUwM3wyMDE4
,044 0132 0013 0000,14/mar./2018,DATC PIAC SUR 302,,4CP - d19,CALACOTO,MDQ0MDEzMjAwMTMwMDAwfDUxN3wyMDE4,YUL EDWIN ROBLES TORRICO,Construcción Nueva,Residencial,260.00 m2,0 plantas,249.53 m2,0.00 m2,1 plantas,80.41 m2,13.00 ml,3.00 ml,0.00 ml,0.00 ml,0.00 m2,56 unidades,3.00 ml,3.00 ml,0 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDEzMjAwMTMwMDAwfDUxN3wyMDE4
,006 0079 0064 0000,16/mar./2018,SERMAT II 131/2018,,3 - d13,VILLA FATIMA,MDA2MDA3OTAwNjQwMDAwfDUyM3wyMDE4,JAVIER ILLANES MONTAÑO,Construcción Nueva,Residencial,233.93 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,70.19 m2,11.56 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDA3OTAwNjQwMDAwfDUyM3wyMDE4
,044 0340 0009 0000,12/abr./2018,PIAC SUR 465,,4AC - d18,ACHUMANI,MDQ0MDM0MDAwMDkwMDAwfDUzN3wyMDE4,CARLOS ROBERTO RIVERA PIZARRO,Construcción Nueva,Residencial,290.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,95.59 m2,14.39 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,4 unidades,3.00 ml,0.00 ml,1 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDM0MDAwMDkwMDAwfDUzN3wyMDE4
,006 0100 0021 0000,16/mar./2018,DATC SERMAT II 123/2018,,2 - d12,VILLA FATIMA,MDA2MDEwMDAwMjEwMDAwfDYwM3wyMDE4,CESAR EDUARDO FRIAS BARRIOS,Construcción Nueva,Residencial,400.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,40.46 m2,9.98 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDEwMDAwMjEwMDAwfDYwM3wyMDE4
,001 0009 0008 0000,15/mar./2018,DATC SERMAT II 128/2018,,3C - d11,ACHACHICALA,MDAxMDAwOTAwMDgwMDAwfDY3MXwyMDE4,JUAN CARLOS GONZALES QUISBERT,Construcción Nueva,Residencial Mixta,172.15 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,26.53 m2,7.73 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.87 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDAwOTAwMDgwMDAwfDY3MXwyMDE4
,046 1169 0005 0000,27/mar./2018,DATC PIAC SUR 446,,4A - d20,MALLASILLA,MDQ2MTE2OTAwMDUwMDAwfDY5NnwyMDE4,FELIPE EDUARDO GONZALES  DE ALENCAR,Construcción Nueva,Residencial,324.40 m2,1 plantas,0.00 m2,0.00 m2,0 plantas,106.49 m2,28.71 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,1 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MTE2OTAwMDUwMDAwfDY5NnwyMDE4
,044 0405 0007 0000,23/mar./2018,PIAC SUR 450,,4 - d18,ACHUMANI,MDQ0MDQwNTAwMDcwMDAwfDY5OHwyMDE4,JAHEL MOLLINEDO GISBERT,Construcción Nueva,Residencial,620.60 m2,0 plantas,591.68 m2,0.00 m2,1 plantas,249.22 m2,19.98 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,17 unidades,3.11 ml,0.00 ml,0 plantas,6 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDQwNTAwMDcwMDAwfDY5OHwyMDE4
,031 1047 0003 0000,26/mar./2018,DATC PIAC CAMACHO 136/2018,,3 - d4,TEMBLADERANI,MDMxMTA0NzAwMDMwMDAwfDcwN3wyMDE4,RAMIRO MARCELINO BELLIDO CALDERON,Construcción Nueva,Residencial,152.00 m2,0 plantas,80.50 m2,0.00 m2,2 plantas,82.93 m2,11.22 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMTA0NzAwMDMwMDAwfDcwN3wyMDE4
,031 0055 0020 0000,09/abr./2018,DATC PIAC CAMACHO 155/2018,,3 - d4,TEMBLADERANI,MDMxMDA1NTAwMjAwMDAwfDgxNHwyMDE4,LIMBERT OMAR MEJÍA VÉLEZ,Construcción Nueva,Residencial Mixta,160.22 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,64.09 m2,8.10 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDA1NTAwMjAwMDAwfDgxNHwyMDE4
,034 0192 0011 0000,28/mar./2018,SERMAT II 150/2018,,3 - d17,SAN ISIDRO,MDM0MDE5MjAwMTEwMDAwfDgyNHwyMDE4,JOAQUIN TEODOCIO CACHI AJNO,Construcción Nueva,Residencial,200.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,62.27 m2,10.07 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM0MDE5MjAwMTEwMDAwfDgyNHwyMDE4
,044 0909 0018 0000,17/abr./2018,DATC PIAC SUR 557,,4P - d18,CONDORES LAKOTA,MDQ0MDkwOTAwMTgwMDAwfDg0MnwyMDE4,CLAUDIA DEL ROSARIO PABON JIMENEZ,Construcción Nueva,Residencial,406.70 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,211.03 m2,13.19 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.43 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDkwOTAwMTgwMDAwfDg0MnwyMDE4
,001 0566 0051 0000,10/abr./2018,DATC SERMAT II 170/2018,,3 - d11,ACHACHICALA,MDAxMDU2NjAwNTEwMDAwfDg3MHwyMDE4,VICTOR ELVING FLORES OCHOA,Construcción Nueva,Residencial,143.22 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,43.00 m2,1.40 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDU2NjAwNTEwMDAwfDg3MHwyMDE4
,028 0052 0008 0000,29/mar./2018,DATC PIAC CAMACHO 143,GDP-DIP-ESR-0431-INF/17,,SOPOCACHI,MDI4MDA1MjAwMDgwMDAwfDg4NXwyMDE4,ERWIN HERNANDO TORRICO MEALLA,Construcción Nueva,Residencial Mixta,null m2,0 plantas,0.00 m2,0.00 m2,1 plantas,84.88 m2,8.29 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,1 plantas,6 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI4MDA1MjAwMDgwMDAwfDg4NXwyMDE4
,034 0092 0034 0000,10/abr./2018,DATC SERMAT II 166/2018,,3 - d17,CUARTO CENTENARIO,MDM0MDA5MjAwMzQwMDAwfDg4N3wyMDE4,LIMBER AURELIO GUTIERREZ QUISPE,Construcción Nueva,Residencial,204.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,62.10 m2,12.90 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM0MDA5MjAwMzQwMDAwfDg4N3wyMDE4
,035 0020 0009 0000,10/abr./2018,SERMAT II Nº172/2018,,2 - d11,VILLA PABON,MDM1MDAyMDAwMDkwMDAwfDg5N3wyMDE4,LIMBERT OMAR MEJÍA VÉLEZ,Construcción Nueva,Residencial Mixta,98.40 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,9.84 m2,1.02 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM1MDAyMDAwMDkwMDAwfDg5N3wyMDE4
,044 1452 0005 0000,25/abr./2018,PIAC SUR 609,,4CC - d19,CHASQUIPAMPA,MDQ0MTQ1MjAwMDUwMDAwfDkwMXwyMDE4,ALVARO FERNANDO SIÑANI EYZAGUIRRE,Construcción Nueva,Estación de Servicio,1323.97 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,286.12 m2,31.04 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,13 unidades,2.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTQ1MjAwMDUwMDAwfDkwMXwyMDE4
,006 0019 0046 0000,25/abr./2018,DATC PIAC CAMACHO 169,,3F - d2,MIRAFLORES,MDA2MDAxOTAwNDYwMDAwfDkwOXwyMDE4,LUIS EDUARDO MARTINEZ CABRERA,Construcción Nueva,Residencial,747.20 m2,0 plantas,636.22 m2,0.00 m2,1 plantas,342.38 m2,49.27 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,14 unidades,3.00 ml,0.00 ml,1 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDAxOTAwNDYwMDAwfDkwOXwyMDE4
,020 0506 0005 0000,23/abr./2018,DATC SERMAT II Nº204/2018,,3 - d16,VILLA SALOME,MDIwMDUwNjAwMDUwMDAwfDkxMXwyMDE4,SANTOS CONDORI ICHUTA,Construcción Nueva,Residencial,200.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,62.97 m2,9.88 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,0.00 ml,0.00 ml,1 plantas,4 plantas,0.60 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDUwNjAwMDUwMDAwfDkxMXwyMDE4
,006 0132 0025 0000,09/abr./2018,DATC SERMAT II 164/2018,,3 - d13,VILLA FATIMA,MDA2MDEzMjAwMjUwMDAwfDkxOXwyMDE4,BLANCA MARIA QUISPE LIMACHI,Construcción Nueva,Residencial,100.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,30.15 m2,6.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDEzMjAwMjUwMDAwfDkxOXwyMDE4
,046 0757 0004 0000,18/abr./2018,DATC PIAC SUR 571,,4PO - d19,ALTO CALACOTO,MDQ2MDc1NzAwMDQwMDAwfDkyNHwyMDE4,LUIS ANGEL ROJAS QUENALLATA,Construcción Nueva,Residencial,384.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,120.70 m2,18.72 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,3.00 ml,0.00 ml,1 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MDc1NzAwMDQwMDAwfDkyNHwyMDE4
